Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"3/22 - 3/25, 2025@@23825","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,600 A@@1600",0,49.61922,45.03582,4.583401
"3/20 - 3/24, 2025@@23824","<a href=""https://apnorc.org/wp-content/uploads/2025/03/March-2025-topline-Trump-.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,229 A@@1229",0,44.26543,52.80555,-8.540119
"3/18 - 3/24, 2025@@23824","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"3/20 - 3/24, 2025@@23824","<a href=""https://www.yahoo.com/news/more-americans-say-trumps-second-term-has-been-worse-than-expected-according-to-a-new-poll-120010590.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Yahoo News^","1,677 A@@1677",0,45.61922,49.03582,-3.416599
"3/21 - 3/23, 2025@@23823","<a href=""https://www.reuters.com/world/us/majority-americans-believe-presidents-should-obey-courts-reutersipsos-poll-finds-2025-03-25/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,030 A@@1030",0,47.01101,49.34583,-2.33482
"3/21 - 3/23, 2025@@23823","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling?utm_source=newsletter&utm_medium=email&utm_campaign=our_best_intel&utm_content=032425"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,206 RV@@2206",0,45.61504,52.48262,-6.86758
"3/17 - 3/23, 2025@@23823","<a href=""https://www.thirdway.org/memo/breaking-through-the-noise-on-trumps-chaotic-first-two-months"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">GBAO</a>^Sponsor: Third Way^","2,000 RV@@2000",0,47.52381,49.8377,-2.313889
"3/17 - 3/21, 2025@@23821","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,47.84665,0.7641106
"3/17 - 3/20, 2025@@23820","<a href=""https://americanresearchgroup.com/economy/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">American Research Group</a>","1,100 A@@1100",0,47.78777,48.47001,-0.6822395
"3/14 - 3/20, 2025@@23820","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"2/28 - 3/20, 2025@@23820","<a href=""https://www.prri.org/wp-content/uploads/2025/04/2025-AVA-W1-Topline-V3.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Public Religion Research Institute</a>","5,025 A@@5025",0,44.18153,52.31228,-8.130749
"3/12 - 3/19, 2025@@23819","<a href=""https://napolitannews.org/posts/president-trump-job-approval-rating-53-percent-approve-45-disapprove"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,48.8311,47.88795,0.9431496
"3/13 - 3/19, 2025@@23819","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/15 - 3/18, 2025@@23818","<a href=""https://www.humanityforfreedomfoundation.org/freedomlight"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Remington Research Group</a>^Sponsor: Humanity for Freedom Foundation^",800 LV@@800,0,49.15604,48.52848,0.6275597
"3/16 - 3/18, 2025@@23818","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,618 A@@1618",0,46.61922,49.03582,-2.416599
"3/12 - 3/18, 2025@@23818","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/11 - 3/17, 2025@@23817","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,48.84665,-2.235889
"3/14 - 3/17, 2025@@23817","<a href=""https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Beacon Research/Shaw & Co. Research</a>^Sponsor: FOX News^",994 RV@@994,0,48.43019,50.21328,-1.783089
"3/13 - 3/17, 2025@@23817","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,47.36673,48.04808,-0.6813507
"3/13 - 3/17, 2025@@23817","<a href=""https://www.defendingdemocracytogether.org/app/uploads/2025/03/Elon-Musk-Poll-Toplines-Defending-Democracy-Together.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">North Star Opinion Research</a>^Sponsor: Defending Democracy Together^","1,000 RV@@1000",0,46.26504,50.68493,-4.419888
"3/14 - 3/16, 2025@@23816","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,210 RV@@2210",0,46.61504,51.48262,-4.86758
"3/3 - 3/16, 2025@@23816","<a href=""https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Gallup</a>","1,002 A@@1002",0,45.01725,51.16314,-6.145889
"3/13 - 3/14, 2025@@23814","<a href=""https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Blueprint Polling</a>","1,400 LV@@1400",0,45.61016,50.64574,-5.03558
"3/10 - 3/14, 2025@@23814","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/10 - 3/13, 2025@@23813","<a href=""https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Echelon Insights</a>","1,007 LV@@1007",0,48.04131,48.09995,-0.0586395
"3/7 - 3/13, 2025@@23813","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"3/6 - 3/13, 2025@@23813","<a href=""https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,49.8311,46.88795,2.94315
"3/7 - 3/12, 2025@@23812","<a href=""https://atlasintel.org/poll/usa-national-2025-03-17"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AtlasIntel</a>","2,550 A@@2550",0,46.86272,51.24962,-4.386898
"3/6 - 3/12, 2025@@23812","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"3/11 - 3/12, 2025@@23812","<a href=""https://www.reuters.com/data/trumps-approval-rating-2025-01-21/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,422 A@@1422",0,46.01101,50.34583,-4.33482
"3/9 - 3/11, 2025@@23811","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,699 A@@1699",0,48.61922,46.03582,2.583401
"3/7 - 3/11, 2025@@23811","<a href=""https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Hart Research Associates/Public Opinion Strategies</a>^Sponsor: NBC News^","1,000 RV@@1000",0,46.76902,51.08498,-4.31596
"3/5 - 3/11, 2025@@23811","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"3/4 - 3/10, 2025@@23810","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/8 - 3/10, 2025@@23810","<a href=""https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Emerson College</a>","1,000 RV@@1000",0,46.74792,47.66483,-0.9169083
"3/6 - 3/10, 2025@@23810","<a href=""https://poll.qu.edu/poll-release?releaseid=3921"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Quinnipiac University</a>","1,198 RV@@1198",0,44.52545,52.2035,-7.678047
"3/3 - 3/9, 2025@@23809","<a href=""https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Clarity Campaign Labs</a>","1,036 RV@@1036",0,49.049,47.14612,1.902882
"3/7 - 3/9, 2025@@23809","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,219 RV@@2219",0,47.61504,50.48262,-2.86758
"3/6 - 3/9, 2025@@23809","<a href=""https://s3.documentcloud.org/documents/25558091/cnn-poll-trumps-performance-and-economy.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">SSRS</a>^Sponsor: CNN^","1,206 A@@1206",0,46.11155,51.24077,-5.129219
"3/2 - 3/7, 2025@@23807","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>^Sponsor: Hoover Institution^","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"3/4 - 3/7, 2025@@23807","<a href=""https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">McLaughlin & Associates</a>^Sponsor: America's New Majority Project^","2,000 RV@@2000",0,49.04514,49.5756,-0.5304604
"3/5 - 3/7, 2025@@23807","<a href=""https://www.dailymail.co.uk/news/article-14482029/Trumps-latest-approval-rating-50-days-revealed-issue-destroy-presidency.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: Daily Mail^","1,019 RV@@1019",0,45.09374,49.63358,-4.539841
"3/4 - 3/6, 2025@@23806","<a href=""https://tippinsights.com/league-of-american-workers-poll-march-2025/#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: League of American Workers^","1,720 RV@@1720",0,43.82821,50.73482,-6.906612
"3/5 - 3/6, 2025@@23806","<a href=""https://insideradvantage.com/insideradvantage-trafalgar-group-national-survey-trump-approval-post-zelensky-meeting-and-address-to-congress-remains-up-by-five-points/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Trafalgar Group/Insider Advantage</a>",800 RV@@800,0,47.71746,47.24405,0.4734116
"2/28 - 3/6, 2025@@23806","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/3 - 3/6, 2025@@23806","<a href=""https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-47-disapprove"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","2,000 RV@@2000",0,46.8311,49.88795,-3.05685
"2/27 - 3/5, 2025@@23805","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"3/3 - 3/5, 2025@@23805","<a href=""https://www.cygn.al/wp-content/uploads/2025/03/22915-Cygnal-National-NVT-Mar25-Deck-Public.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Cygnal</a>","1,500 LV@@1500",0,47.01416,50.21706,-3.2029
"2/27 - 3/5, 2025@@23805","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","34,217 A@@34217",0,47.35505,46.14262,1.212429
"3/3 - 3/4, 2025@@23804","<a href=""https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,174 A@@1174",0,46.01101,49.34583,-3.33482
"3/1 - 3/4, 2025@@23804","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,638 A@@1638",0,49.61922,45.03582,4.583401
"2/26 - 3/4, 2025@@23804","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"2/28 - 3/3, 2025@@23803","<a href=""https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Civiqs</a>^Sponsor: Daily Kos^","1,031 RV@@1031",0,47.55922,51.20098,-3.641762
"3/2 - 3/3, 2025@@23803","<a href=""https://emersoncollegepolling.com/march-2025-national-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Emerson College</a>","1,000 RV@@1000",0,47.54792,45.76482,1.7831
"2/25 - 3/3, 2025@@23803","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"2/25 - 3/2, 2025@@23802","<a href=""https://paragoninstitute.org/medicaid/paragon-health-policy-survey-2025/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Public Opinion Strategies</a>^Sponsor: Paragon Health Institute^","1,000 RV@@1000",0,50.04991,48.79454,1.255371
"2/24 - 3/2, 2025@@23802","<a href=""https://drive.google.com/file/d/1psgeNBsAPSV3-diBTaAIE4_wiFjYwk5y/view"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Justice Research Fund</a>^Sponsor: Working Families Power^","2,049 RV@@2049",0,47.2455,49.4185,-2.173
"2/28 - 3/2, 2025@@23802","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,229 RV@@2229",0,47.61504,49.48262,-1.86758
"2/28 - 3/1, 2025@@23801","<a href=""https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">John Zogby Strategies</a>","1,001 V@@1001",0,46.97229,47.83511,-0.8628197
"2/24 - 2/28, 2025@@23800","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"2/26 - 2/28, 2025@@23800","<a href=""https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: CBS News^","2,311 A@@2311",0,52.61922,48.03582,4.583401
"2/24 - 2/28, 2025@@23800","<a href=""https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">SSRS</a>^Sponsor: CNN^","2,212 A@@2212",0,49.11155,49.24077,-0.1292191
"2/24 - 2/28, 2025@@23800","<a href=""https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,48.8311,47.88795,0.9431496
"2/26 - 2/28, 2025@@23800","<a href=""https://tippinsights.com/voters-still-view-trump-favorably-but-remain-worried-about-economy-inflation-i-i-tipp-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: Issues & Insights^","1,434 A@@1434",0,46.82821,45.73482,1.093388
"2/24 - 2/27, 2025@@23799","<a href=""https://www.atlasintel.org/poll/usa-national-2025-02-28"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AtlasIntel</a>","2,849 A@@2849",0,49.86272,48.54962,1.313099
"2/24 - 2/26, 2025@@23798","<a href=""https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Marist College</a>^Sponsor: NPR | PBS News^","1,694 A@@1694",0,46.0122,48.82196,-2.809761
"2/22 - 2/26, 2025@@23798","<a href=""https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Bullfinch Group</a>^Sponsor: Independent Center^","1,200 A@@1200",0,47.64972,47.15487,0.4948502
"2/20 - 2/26, 2025@@23798","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"2/19 - 2/25, 2025@@23797","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"2/24 - 2/25, 2025@@23797","<a href=""https://jlpartners.com/doge-poll"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: DailyMail.com^","1,001 RV@@1001",0,45.09374,42.63358,2.460159
"2/21 - 2/25, 2025@@23797","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"2/23 - 2/25, 2025@@23797","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,604 A@@1604",0,49.61922,44.03582,5.583401
"2/20 - 2/24, 2025@@23796","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Topline-F02.24.25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,48.36673,48.04808,0.3186493
"2/18 - 2/24, 2025@@23796","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"2/19 - 2/24, 2025@@23796","<a href=""https://hoover.org/sites/default/files/2025-03/Crosstabs%20-%20Tariff%20Policy%20-%20Hoover%20Institution%20Survey.pdf?_gl=1*1qsu47j*_gcl_au*NzgxODA1ODkuMTc0MTM4OTE0NQ..*_ga*MTY2Nzg3Njc3OC4xNzQxMzg5MTQ1*_ga_0PJBLNCVZ1*MTc0MTM4OTE0NS4xLjEuMTc0MTM4OTE0NS42MC4wLjA."" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,645 A@@1645",0,48.61922,41.03582,7.583401
"2/21 - 2/24, 2025@@23796","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,225 RV@@2225",0,48.61504,48.48262,0.1324196
"2/21 - 2/23, 2025@@23795","<a href=""https://www.reuters.com/world/us/trump-approval-rating-holds-steady-44-reutersipsos-poll-finds-2025-02-25/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,029 A@@1029",0,46.01101,48.34583,-2.33482
"2/18 - 2/21, 2025@@23793","<a href=""https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,48.8311,46.88795,1.94315
"2/17 - 2/21, 2025@@23793","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"2/17 - 2/20, 2025@@23792","<a href=""https://americanresearchgroup.com/economy/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">American Research Group</a>","1,100 A@@1100",0,45.78777,48.47001,-2.68224
"2/18 - 2/20, 2025@@23792","<a href=""https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Echelon Insights</a>^Sponsor: NetChoice^","1,006 LV@@1006",0,47.04131,49.09995,-2.05864
"2/19 - 2/20, 2025@@23792","<a href=""https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^","2,443 RV@@2443",0,50.41263,45.00893,5.403698
"2/14 - 2/20, 2025@@23792","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"2/18 - 2/20, 2025@@23792","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_First_Followup_poll_results.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,137 A@@1137",0,49.61922,43.03582,6.583401
"2/17 - 2/19, 2025@@23791","<a href=""https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">OnMessage Inc.</a>^Sponsor: Rescuing the American Dream^","1,000 LV@@1000",0,49.51152,48.50371,1.007809
"2/13 - 2/19, 2025@@23791","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,48.61076,48.84665,-0.2358894
"2/16 - 2/18, 2025@@23790","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,603 A@@1603",0,51.61922,44.03582,7.583401
"2/12 - 2/18, 2025@@23790","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,46.84665,2.764111
"2/14 - 2/18, 2025@@23790","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,135 A@@1135",0,47.61922,45.03582,2.583401
